Date;Sexe;Age;Rura;Card;Etud;pro;parent;parent2;Retraite;Regime_B;végétarien;diabétique;gluten;C_leg;C_frui;C_fec;C_lait;C_viaB;C_viaR;C_poi;C_indu;C_light;Pd_Frais;Crit_influe_C;Choix;Etiqt;Pub;5fj;5flj_p;reco;reco_P;A_patho;A_sante;Mangé_E;Repas;VF_Eq;VF_Su;VF_HO;VF_Fec;VF_soir;VF_saut;VF_Eq_Reg;VF_Eq_bon;VF_medi;pdp;modif;info;momnt;Qst;diét
2021-11-23 16:28:29.841;Femme;18-34;Rural;Sud;Bac+3;Etudiant;Salarié;;;Oui;True;False;False;A tous les repas;1 x par semaine;1 x par jour;Jamais;Jamais;Jamais;Jamais;Très rarement;Jamais;Oui;Le prix;Je regarde le prix;Le pourcentage de sucre ou de gras ;Non;J'esaye d'appliquer;;Non;;Oui;Oui;Avoir le plus d'apports possible de tout ce dont on a besoin dans chaque repas : protéines, fer, vitamines, fibres, gras, etc...;Légumes (courgettes, carrottes, brocolis par exemple) + tofu + crème de riz + pâtes + curry + sel et levure maltée;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Réduire un peu les portions de chaque repas;Pas de produits de provenance animale pour la planète, ma santé et le bien-être des animaux :);Oui;;;Peut-être car ils ne s'en rendent pas compte, qu'ils se voient la face ou bien qu'ils pensent que ça va être trop cher 🤷
2021-11-23 16:31:21.853;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Salarié;;;Non;False;False;False;5 x par semaine;5 x par semaine;1 x par jour;A tous les repas;5 x par semaine;Très rarement;Très rarement;3 x par semaine;Jamais;Oui;Gout;Je regarde le prix;La lettre;Non;J'esaye d'appliquer;;Oui;Pour votre santé évitez de manger trop gras trop sucré trop salé ;Oui;Oui;Varier les aliments ;Tarte aux poireaux;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Manger plus équilibré ;Manger moins gras (j'ai du cholestérol);Non;;;Parce ce quils narrivent pas à gerer le probleme eux mêmes 
2021-11-23 16:31:43.779;Femme;35-60;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;A tous les repas;1 x par jour;1 x par jour;5 x par semaine;Très rarement;Très rarement;1 x par semaine;Jamais;Jamais;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;Pas de zéro pour cent ;Non;Oui je connais, J'esaye d'appliquer;J’applique la recommandation ;Oui;Pas de produits industriels et pas de sucre;Oui;Oui;Un peu de tout mais non transformé ;Soupe riz crevettes mangue;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Bannir le sucre;Pas de sucre car addictif ;Non;;;Pour mieux comprendre 
2021-11-23 16:32:47.450;Femme;35-60;Citad;Sud;Bac+3;Salarié;;;;Non;False;False;False;1 x par jour;1 x par jour;5 x par semaine;1 x par jour;5 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Jamais;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle;Teneur glucides /lipides/ protides ;Non;Oui je connais;;Non;;Oui;Oui;Un juste équilibre entre protéine / lipides et glucides.Manger varié.;Veloutés de légumes, cuisse de poulet, gratin de choux fleur à la béchamel et une clémentine ;Non;Non;Non;Non;Non;Non;Non;Non;Non;Je mangerai de moins grosses quantités et enlèverait les sucreries industrielles.;Non.;Oui;;;Peut-être pour le coût, non remboursé par l’assurance maladie
2021-11-23 16:33:19.366;Homme;35-60;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;5 x par semaine;5 x par semaine;5 x par semaine;1 x par jour;3 x par semaine;3 x par semaine;1 x par semaine;3 x par semaine;1 x par semaine;Oui;Gout;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;mander varié;salade verte, viande blanche avec légume vert et un produit laitier;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;réduire la consommation de pain;non;Non;;;trop cher
2021-11-23 16:36:54.929;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Cadre;;;Non;False;False;False;A tous les repas;3 x par semaine;A tous les repas;5 x par semaine;3 x par semaine;1 x par semaine;Très rarement;1 x par semaine;Très rarement;Oui;Gout, Le prix;Je regarde le prix;;Non;J'esaye d'appliquer;;Oui;Moins de gras, moins de sucre, moins de sel;Oui;Oui;Manger de tout mais sans en abuser;Un peu de protéines (animale ou plus souvent par des légumineuse), un peu de féculent (pâtes) et poêlés de légumes, un yaourt ou une compote en dessert;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Peut-être réduire les quantités (pas la nature de ce que je mange mais la quantité dans l’assiette);j’évite au maximum de manger de la viande, parce que déjà c’est assez cher pour une étudiante, et ensuite pour des raisons écologiques ;Oui;;;parce qu’on ne se rend pas toujours compte qu’on a un problème alimentaire, et si c’est le cas c’est plus rapide peut-être de trouver des solutions sur internet (par exemple) que de prendre rdv et payer une consultation
2021-11-23 16:37:35.535;Femme;18-34;Citad;Sud;Bac +5;Etudiant;;;;Oui;True;False;False;5 x par semaine;5 x par semaine;A tous les repas;5 x par semaine;Jamais;Jamais;Très rarement;1 x par semaine;Très rarement;Oui;Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;La composition du produits, si ajouts de produits artificiels;Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, J'esaye d'appliquer;;Oui;Les produits bruts et non tranformés sont bons pour la santé et la planete;Oui;Oui;Manger varié, en alternant les apports nutritionnels pour avoir un equilibre nutritionnel;Légumes de saisons au four ou poêlé filet d'huile olive, oignons, ail, epices, riz;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;J'apprendrais à cuisiner davantage avec une plus grande diversité de légumes;Souvent mêlé à des raisons écologiques (impacts carbones) + car nous sommes ce que nous mangeons (rapport social à la nourriture);Oui;;;Cela occasionne des frais, déni + semble etre à la portée de tous si seulement nous sommes suffisament renseignés
2021-11-23 16:37:50.479;Femme;18-34;Citad;Sud;Bac;Salarié;;;;Non;False;False;False;1 x par semaine;1 x par semaine;Jamais;Jamais;Jamais;1 x par jour;3 x par semaine;1 x par jour;Jamais;Non;Gout, Le prix;Je regarde le prix;;Autres;Je n'applique pas;Flemme et je passe mon budget dans autre chose. ;Oui;Viande 1x/semaine;Oui;Oui;Essayer de manger un peu de tout en quantité raisonnable. ;J'en n'ai pas particulièrement. ;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Réduire les quantités tout en se faisant plaisir sur la qualité des produits consommés. ;Non, pas particulièrement. ;Non;;;Parce qu'ils ne se rendent pas compte qu'ils ont un problème alimentaire. 
2021-11-23 16:41:43.173;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Chomeur;;;Oui;True;False;False;A tous les repas;1 x par jour;A tous les repas;Jamais;Jamais;Jamais;Jamais;Très rarement;Très rarement;Oui;Le prix;Je regarde le prix;tout;Non;Oui je connais, J'esaye d'appliquer;;Non;;Non;Oui;Ecouter son corps, manger assez, ne pas se priver ;Riz, haricots rouges, legumes, oignons, ail, sauce ;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;manger plus de legumes mais aussi assez de glucides;Oui, éthiquement parlant, acheter des produits locaux de meilleure qualite ;Non;;;Car c'est cher ou/ jugement par rapport a certaines manières de s'alimenter/ culture francaise
2021-11-23 16:46:03.937;Femme;35-60;Citad;Nord;Bac +5;Salarié;;;;Non;False;False;False;1 x par jour;5 x par semaine;1 x par jour;5 x par semaine;5 x par semaine;5 x par semaine;5 x par semaine;5 x par semaine;5 x par semaine;Oui;Le prix;Je regarde la provenance du produit;;Non;J'esaye d'appliquer;Je n’aime pas trop les fruits ;Oui;Pas trop gras ni salé ni sucré ;Oui;Oui;Pas trop gras. Varié. ;Dahl de lentilles ;Non;Oui;Non;Non;Oui;Non;Non;Non;Oui;Supprimer le sucre visible et arrêter le grignotage ;Non;Non;;;Méconnaissance de la profession 
2021-11-23 16:48:18.805;Femme;35-60;Rural;Nord;Bac;Salarié;;;;Non;False;False;False;1 x par jour;3 x par semaine;A tous les repas;5 x par semaine;3 x par semaine;1 x par semaine;Très rarement;Très rarement;Très rarement;Non;Gout, Le prix;Je regarde le prix;La lettre;Oui, Autres;Oui je connais, J'esaye d'appliquer;Manque d anticipation dans la preparation des repas;Non;;Oui;Oui;Manger varié en quantités raisonnables;Soupe, brocolis, riz, dinde et un filet de crème.  Un fruit ou un yahourt.;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Arreter de grignoter . Arreter des produits sucrés gateaux bonbons;J essaie de lèver le pied sur le coca Light .;Non;;;Par pudeur
2021-11-23 16:48:56.370;Femme;35-60;Rural;Sud;Bac+3;Salarié;;;;Non;False;False;False;A tous les repas;3 x par semaine;3 x par semaine;5 x par semaine;5 x par semaine;3 x par semaine;3 x par semaine;Très rarement;Jamais;Oui;Gout;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Manger varié à tous les repas;Légumes protéines céréales ;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Diminuer les quantités ;Moins de laitages;Non;;;C’est onéreux, problème de temps également 
2021-11-23 16:51:35.225;Homme;18-34;Rural;Sud;Bac;Salarié;;;;Oui;False;False;False;A tous les repas;1 x par jour;A tous les repas;Très rarement;1 x par jour;Très rarement;Très rarement;Très rarement;Jamais;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle;Kcal, sucre, matière grasse, protéines, sel;Non;Oui je connais, Je n'applique pas;Pas d'importance ;Non;;Oui;Oui;Sans sucre ajouté, moins salé voir pas du tour salé, pas trop gras (mauvais gras), manger diversifié ;Mélange riz lentille coraille avec un peu d'huile d'olive, des épices pendant et hors cuisson pour le côté anti inflammatoire, récupération etc..;Non;Oui, Non;Oui, Non;Non;Non;Non;Non;Non;Oui, Non;Réorganiser toute ma cuisine et me débarrasser de tout ce qui n'est pas bon de mon point de vu;Oui, mon alimentation entière pour des compétitions ;Oui;;;Par qu'ils pensent bien manger malgré les problèmes alimentaires. Parce qu'ils refusent de changer leur habitudes. Parce que pour certains ça peu coûter cher.
2021-11-23 16:55:21.875;Homme;18-34;Citad;Sud;Bac+3;Etudiant;Cadre;;;Non;False;False;False;1 x par jour;3 x par semaine;3 x par semaine;A tous les repas;1 x par semaine;3 x par semaine;1 x par semaine;1 x par jour;Jamais;Oui;Gout;Je me fie à l'attrait du marketing, Je regarde le prix;;Non;Oui je connais, J'esaye d'appliquer;;Oui;Boire beaucoup, manger équilibré, .. ;Oui;Oui;"Manger de ""tout"", sans forcément se priver mais sans abuser";Matin : Jus d'orange, lait, cereales / Midi : viande + legumes, fromage, fruit / Gouter : Compote, biscuit / Soir : Plat varié, yaourt;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Arreter de grignoter le soir tard;Non;Non;;;Par honte? 
2021-11-23 17:00:29.743;Femme;18-34;Citad;Sud;Bac+3;Etudiant;;;;Oui;False;False;False;1 x par jour;1 x par jour;A tous les repas;1 x par jour;5 x par semaine;3 x par semaine;1 x par semaine;Très rarement;5 x par semaine;Oui;Santé;Je regarde le prix, Je regarde la provenance du produit;Quantité de sucre ;Non;Oui je connais;;Oui;Manger peu de sel, peu de sucre raffiné;Oui;Oui;Avoir une alimentatiol diverse, favoriser les produits frais et peu transformés ;Chili con carne, riz complet, pomme ;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;🤷‍♀️;Oui, moins de sucres raffinées possibles ;Oui;;;🤷‍♀️
2021-11-23 17:04:29.835;Femme;18-34;Citad;Sud;Bac +5;Etudiant;Cadre;;;Non;False;False;False;3 x par semaine;5 x par semaine;A tous les repas;1 x par jour;1 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Jamais;Oui;Gout, Aliment rassasiant;Je regarde le prix, Je regarde la provenance du produit;Rien car c’est biaisé ;Oui, Eau, viande, poisson frais, salade;Oui je connais, J'esaye d'appliquer;;Oui;Cours de nutrition dans ma formation;Oui;Oui;Pas de sucre ;Légumes féculents viandes p;Non;Oui;Oui, Non;Non;Oui;Non;Non;Non;Oui;Arrêt du pain blanc;Non;Non;;;Il vaudrait mieux faire appel à un nutritionniste et non un simple dieteticien
2021-11-23 17:04:39.919;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Cadre;;;Non;False;False;False;A tous les repas;A tous les repas;1 x par jour;1 x par jour;1 x par semaine;Très rarement;3 x par semaine;3 x par semaine;Très rarement;Oui;Santé;Je regarde le prix, Je regarde la provenance du produit;Le sucre et sel ;Non;Oui je connais, J'esaye d'appliquer;;Oui;Equilibre des groupes alimentaires dans l'assiette ;Oui;Oui;Des produits laitiers des fibres des sucres lents ;Salade avec du riz du thon des brocolis et de la feta ;Non;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Changer mes gouters souvent composés de produits transformés;Manger de saison pour l'impact écologique ;Oui;;;Peur du jugement 
2021-11-23 17:06:26.910;Homme;18-34;Rural;Sud;Bac+3;Salarié;;;;Non;False;False;False;1 x par semaine;1 x par semaine;3 x par semaine;1 x par semaine;1 x par semaine;3 x par semaine;1 x par semaine;3 x par semaine;Très rarement;Non;Gout, Santé;Je regarde l'étiquette nutritionelle;Le score ;Non;Oui je connais;;Oui;Manger équilibré ;Oui;Oui;Des produits sains pour la santé ;Viande blanche avec féculents et salade ;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Choisir des produits sain et manger en petite quantité ;Non;Oui;;;Trop cher 
2021-11-23 17:07:23.396;Homme;18-34;Citad;Sud;Bac +5;Etudiant;Salarié;;;Non;False;False;False;A tous les repas;5 x par semaine;1 x par jour;1 x par jour;Très rarement;Très rarement;3 x par semaine;1 x par semaine;Très rarement;Non;Gout, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Nutriscore;Non;Oui je connais, J'esaye d'appliquer;;Oui;Éviter les féculents (riz pâtes) le soir. Mangez trop sucré / salé;Oui;Oui;C'est manger à la fois des protéines, des féculents ou légumineuses, et des légumes. Et un laitage quand on en a. En quantité raisonnable;Carottes râpées / tomates + pâtes/ sardines en boîte + yaourt ou fruit;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Moins de chose grasse (huile beurre)bet pain, et réduire les quantités dans les assiettes.;Pas de féculents le soir car pas besoin d'autant de sucre lent pour dormir. À part si je fais la fête le soir je prends un peu des forces quand même.;Oui;;;Prix / honte / fainéantise
2021-11-23 17:13:38.551;Homme;18-34;Rural;Sud;Bac +5;Etudiant;Salarié;;;Oui;True;False;False;1 x par jour;1 x par jour;A tous les repas;Très rarement;Très rarement;Jamais;Très rarement;Très rarement;Très rarement;Oui;Gout;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;Comparaison des quantités de sucre et de graisse saturée ainsi que le nombre d ingrédients utilisés ;Non;Oui je connais, J'esaye d'appliquer;;Oui;Limitez les aliments gras sales sucres;Oui;Oui;Manger des produits peu transformés, variés les sources de protéines et manger peu de viande;Nouilles de blé, Oeuf, oignons, courgettes, carotte, épices et sauce soja;Non;Oui;Non;Non;Oui;Non;Oui;Non;Oui, Non;Réduire les quantités ;1pportez des protéines végétales car régime végétariens;Oui;;;Prix, pas dans le culture de le faire
2021-11-23 17:17:04.674;Femme;35-60;Citad;Nord;Bac+3;Salarié;;;;Non;False;False;False;5 x par semaine;1 x par jour;3 x par semaine;3 x par semaine;Jamais;3 x par semaine;1 x par semaine;Très rarement;Jamais;Oui;Gout;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;;Non;Oui je connais;Pas toujours envie;Oui;Les fruits avant le repas;Oui;Oui;De tout de façon varié et sans excès ;Salade tomate/ poisson riz basmati /salade verte/fromage ;Non;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Supprimer le sucre et la farine blanche ;Sucre= perte de poids ;Non;;;Trop cher 
2021-11-23 17:20:34.672;Femme;18-34;Rural;Sud;Bac +5;Etudiant;Profession libérale;;;Non;False;False;False;A tous les repas;5 x par semaine;1 x par jour;3 x par semaine;5 x par semaine;1 x par semaine;Jamais;Très rarement;Jamais;Oui;Gout;Je regarde le prix, Je regarde la provenance du produit;Protéine lipides et glucides;Non;Oui je connais, J'esaye d'appliquer;;Oui;;Oui;Oui;Adapter l'apport en glucide, lipides, protéines et vitamines à l'activité quotidienne ;1/4 de viande blanche, 1/4 de féculent, 1/2 de légumes (carottes, courgettes, tomates, épinards...) + fruits en dessert ;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Un rééquilibrage en accord avec mon activité quotidienne ;Moins d'aliments non bio/qui viennent de loin ;Non;;;Par peur du jugement, par flemme du changement 
2021-11-23 17:24:15.639;Homme;35-60;Rural;Sud;Bac +5;Cadre;;;;Non;False;False;False;A tous les repas;5 x par semaine;5 x par semaine;A tous les repas;3 x par semaine;1 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Oui;Gout, Santé;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Oui;ni trop gras ni trop salé ni trop sucré;Oui;Oui;un peu de tout;blé, haricots verts, lardons, oignons, + fromage + fruit;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;moins de produits sucrés;Ajout de fromage blanc au petit déjeuner (en plus des habituelles tartines de pain confiture et céréales), j'ai un métabolisme très rapide et cela m'évite l'hypoglycémie en fin de matinée.;Non;;;Acceptation de leur problème, prix
2021-11-23 17:24:26.828;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Salarié;;;Non;False;False;False;5 x par semaine;3 x par semaine;5 x par semaine;1 x par semaine;3 x par semaine;1 x par semaine;3 x par semaine;Très rarement;Très rarement;Oui;Santé, Le prix;Je regarde le prix, Je regarde la provenance du produit;;Non;Oui je connais, Je n'applique pas;Je ne mange pas assez de repas dans une journée pour diversifier autant ;Oui;Ne mange pas trop gras ni trop sucré ni trop salé ;Oui;Oui;Repas variés, féculent protéines animales végétales + un cheat meal ;Riz blanc sauce tomate courgette blanc de poulet, et clémentine ;Oui;Oui;Non;Non;Non;Non;Non;Non;Oui;Réduire les quantités ;Les huiles pour la cuisson, j’utilise de l’huile de coco, pour lés salade huile d’olive ;Oui;;;Manque d’argent (c mon cas je n’a l’ai vu qu’une fois c’est pas remboursé totalement)
2021-11-23 17:31:42.880;Femme;35-60;Rural;Sud;Brevet;Salarié;;;;Non;False;False;False;A tous les repas;5 x par semaine;A tous les repas;5 x par semaine;5 x par semaine;5 x par semaine;1 x par jour;5 x par semaine;3 x par semaine;Oui;Gout;Je regarde la provenance du produit;Le à b c d;Oui;Oui je connais;;Non;;Oui;Oui;Féculents légume viande fruit;Salade verte poulet haricot vert yaourt;Non;Non;Oui;Oui, Non;Non;Non;Non;Non;Non;Arrêter le pain et le susucre;Non;Oui;;;Peut être le prix 
2021-11-23 17:34:58.632;Femme;35-60;Citad;Sud;Bac;Salarié;;;;Non;False;False;False;A tous les repas;1 x par jour;A tous les repas;A tous les repas;1 x par jour;3 x par semaine;1 x par semaine;Très rarement;Très rarement;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;Taux de sucre, matière grasse.;Non;Oui je connais, Je n'applique pas;Parce que je l'alimente sainement sans publicité.;Oui;Pas trop sucré, pas trop salé.;Oui;Oui;Manger la quantité nécessaire d'aliments dont le corps a besoin.;Gratin d'aubergines, poulet aux épices.fromage mandarine.;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Enlever les sucres rapides, la charcuterie.;Non;Oui;;;Pour une raison financière et par manque de motivation.
2021-11-23 17:42:42.287;Femme;35-60;Citad;Nord;Bac+3;Salarié;;;;Non;False;False;False;5 x par semaine;3 x par semaine;5 x par semaine;1 x par jour;3 x par semaine;3 x par semaine;3 x par semaine;5 x par semaine;Jamais;Oui;Gout, Aliment rassasiant;Je me fie à l'attrait du marketing, Je regarde le prix;Glicides, sel, apport calorique;Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);J'esaye d'appliquer;;Oui;Eviter les fruits apres un repas ;Oui;Oui;En quantite raisonnable ;Poisson/legumes ;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Arreter les feculents le soir, moins de sucreries;Le gluten en petites quantité car je me sens moins glonfée;Oui;;;Je n'en sais rien
2021-11-23 17:44:22.948;Femme;35-60;Rural;Sud;Bac+3;Artisan;;;;Non;False;False;False;5 x par semaine;3 x par semaine;3 x par semaine;A tous les repas;3 x par semaine;Très rarement;1 x par semaine;Jamais;Jamais;Oui;Gout;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Ne pas abuser….;Crudités, viande ou poisson ou steak soja, légumes cuisinés style ratatouille, fromage.;Non;Non;Non;Non;Non;Non;Non;Non;Non;Arrêter le sucre!!!!!;Le sucre.. j’essaie de ne pas rajouter de sucre autre que le sucre déjà présent….;Oui;;;Peur d’être jugé sur sa façon de vivre de manger…
2021-11-23 17:46:48.935;Femme;18-34;Citad;Sud;Bac +5;Salarié;;;;Non;False;False;False;A tous les repas;3 x par semaine;3 x par semaine;Très rarement;Jamais;Jamais;Très rarement;Jamais;Jamais;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;Je regarde les ingrédients. Je prend le produit avec le moins d'ingrédients possible et que des produits que je connais et dont j'ai confiance.;Non;Oui je connais;;Oui;Ne pas manger de fruit après le repas mais toujours avant pour faciliter la digestion;Oui;Oui;Manger de manière diversifié en respectant les apports nécessaires. On peut manger tout et n'importe quoi tant que ce n'est pas de manière régulière.;Riz complet avec de la ratatouille, en dessert un mélange de noix, amandes, etc ;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Faire en sorte que mon apport calorique quotidien soit inférieur à ma dépense. Je réduirais l'apport de protéines et de féculents;Non;Non;;;Trop cher et il y en a beaucoup qui ont des informations erronées car depuis des nouvelles études ont vu le jour (on doit apprendre toute notre vie)
2021-11-23 17:47:24.996;Femme;18-34;Citad;Nord;Bac+3;Etudiant;;;;Oui;True;False;False;A tous les repas;1 x par jour;A tous les repas;5 x par semaine;Jamais;Jamais;Très rarement;1 x par semaine;Jamais;Oui;Santé, Le prix;Je regarde le prix;;Non;Oui je connais;;Non;;Oui;Oui;Varier les produits;Féculent + légumes + légumineuses oui équilibré;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Ne pas grignoter ;Mangez moins de sucre;Oui;;;C'est un specialiste
2021-11-23 17:48:17.463;Femme;35-60;Citad;Nord;Bac+3;Salarié;;;;Non;False;False;False;A tous les repas;1 x par jour;1 x par jour;1 x par jour;3 x par semaine;1 x par semaine;3 x par semaine;1 x par semaine;1 x par jour;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle;Calories, vitamines, sucre et graisses ;Non;Oui je connais, J'esaye d'appliquer;;Oui;Apport en calcium autre que par les laitages, consommer de bonnes graisses, manger des farines complètes ;Oui;Oui;Manger de tout sans excès et éviter les produits industriels. Éviter le sucre. Boire beaucoup d'eau également ;Blanc de poulet, œufs ou poisson, légumes faits maison avec un peu de féculents type quinoa, riz brun ou légumineuses ;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Réduire les féculents, manger beaucoup de légumes et de bonnes protéines ;Je mange le fruit et les crudités avant le plat chaud pour éviter d'être ballonné. Je n'utilise plus de sucre blanc ou de farine blanche. J'utilise du miel ou sirop d'agave et des farines complètes , sarrasin ou de coco, châtaignes ;Oui;;;Par manque d'informations ou pour le coût 
2021-11-23 17:48:53.852;Femme;35-60;Citad;Sud;Bac+3;Salarié;;;;Non;False;False;False;A tous les repas;A tous les repas;3 x par semaine;1 x par semaine;3 x par semaine;3 x par semaine;3 x par semaine;Très rarement;Très rarement;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle;Sucre lipides;Non;Oui je connais, J'esaye d'appliquer;;Oui;Limitation du sucre;Oui;Oui;Manger à heures fixes si possible, produits bio de préférence et alimentation équilibré ;Potage cabillaud riz yaourt nature ;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Pas concerné n’ai aucun soucis de poids;Sportive donc calories en conséquence ;Non;;;Méconnaissance du métier, manque de temps ?
2021-11-23 17:58:52.732;Homme;35-60;Rural;Sud;Bac+3;Cadre;;;;Non;False;False;False;A tous les repas;3 x par semaine;3 x par semaine;A tous les repas;3 x par semaine;1 x par semaine;1 x par semaine;Jamais;Jamais;Oui;Gout, Santé;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Legumes féculents proteines;Salade viande blanche poids chiches fruit;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Rééquilibre ;L alcool ;Non;;;Le prix
2021-11-23 18:04:43.575;Femme;18-34;Rural;Sud;Bac+3;Salarié;;;;Non;False;False;False;1 x par jour;5 x par semaine;5 x par semaine;1 x par jour;1 x par jour;5 x par semaine;3 x par semaine;1 x par semaine;1 x par semaine;Oui;Gout, Santé;Je regarde le prix, Je regarde la provenance du produit;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré), Autres;J'esaye d'appliquer;;Non;;Oui;Oui;De tout en petite quantité ;Légume poisson/viande et féculent ;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Arrêter le sucre;Moins de fromage et de pain;Oui;;; Le prix
2021-11-23 18:04:44.009;Femme;18-34;Citad;Sud;Bac;Etudiant;Salarié;;;Oui;True;False;False;A tous les repas;5 x par semaine;5 x par semaine;Très rarement;Jamais;Jamais;Jamais;3 x par semaine;Jamais;Oui;Santé, Le prix;Je regarde le prix, Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Trouver tous les ressources nécessaires dans une alimentation végétale;Salade de crudités, riz avec des légumes, carreau de chocolat noir;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Baisser la consommation de produits transformés;La consommation de produits qui ne viennent pas de France, dans un but écologique ;Non;;;Manque d'argent, non connaissance du métier, peur du jugement, grosspophobie
2021-11-23 18:04:53.605;Homme;18-34;Citad;Sud;Bac +5;Cadre;;;;Non;False;False;False;A tous les repas;A tous les repas;A tous les repas;A tous les repas;5 x par semaine;5 x par semaine;5 x par semaine;Jamais;Jamais;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde le prix;Cela dépend du produit, principalement le sucre et sur certains produits les graisses mais je regarde toujours les ingrédients;Non;Oui je connais, J'esaye d'appliquer;;Oui;Limiter le sucre à entre 5 et 15g par jour, manger frais, pas trop de viande, pas trop gras, pas trop salé, favoriser certains types d'aliments, ne pas faire trop de cuissons, etc;Oui;Oui;Equilibrer les apports en vitamines, protéines, glucides, graisses, fibre, acido-basique, oligo-élements, etc Il faut de tout en quantité suffisante et raisonnable ;Une salade tomate carotte en entrée, un filet de poulet avec des haricots verts et des pommes de terre en plat et un yaourt avec un fruit en dessert;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Interdire ou au moins limiter drastiquement les fast food et les restaurants en général;Prendre plus de fruits contenant de la vitamine C l'hiver pour avoir plus d'énergie et de meilleures défenses immunitaires, par exemple;Oui;;;Ca coute cher, 1/2 n'est pas qualifié, c'est trop drastique (les gens sont prêts à changer un peu, pas autant)
